,CompanyName,CompanyNumber,names,roles
1282115,E C H G (KENSINGTON AND CHELSEA) HOMES PLC,02865268,"['SHANAB, Sara:', 'GLENTON, John Albert:', 'GREGG, Ian Andrew:']","['Secretary', 'Director', 'Director']"
1282270,E D & F MAN CAPITAL MARKETS TREASURY MANAGEMENT PLC,09980106,"['ASKEW, Richard John Aldis:', 'BROOM, Michael Gerard:', 'LAING, John Bernard Gordon:', 'PARNESS, Paul:', 'SINGLETON, Deborah Elizabeth:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1282284,E D & F MAN TREASURY MANAGEMENT PLC,03914178,"['ASKEW, Richard John Aldis:', 'BROOM, Michael Gerard:', 'LAING, John Bernard Gordon:', 'PARNESS, Paul:', 'SINGLETON, Deborah Elizabeth:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1285019,E-CARAT 10 PLC,11519721,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'ABRAHAMS, Susan Iris:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1285021,E-CARAT 11 PLC,12201217,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'ABRAHAMS, Susan Iris:', 'INTERTRUST DIRECTORS 1  LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1285023,E-CARAT 12 PLC,13133808,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'ABRAHAMS, Susan Iris:', 'INTERTRUST DIRECTORS 1  LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1285028,E-CARAT 9 PLC,10867102,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'JAFFE, Daniel Marc Richard:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1286186,E-THERAPEUTICS PLC,04304473,"['CLARE, Sarah Collette:', 'BRETHERTON, Michael Anthony:', 'JONES, Trevor:', 'MORTAZAVI, Ahmad Ali:']","['Secretary', 'Director', 'Director', 'Director']"
1287290,E.E.W. ECO ENERGY WORLD PLC,11776841,"['KUMLIN, Svante:', 'ELMEHAGEN, Raul Nils Christer:', 'HERIAU, Christophe:', 'HUGE-CHRISTENSEN, Thomas:', 'KUMLIN, Svante Sture:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1288118,E.ON UK PLC,02366970,"['GANDLEY, Deborah:', 'BARR, Christian:', 'LEWIS, Michael David:', 'NORBURY, Christopher Stephen:']","['Secretary', 'Director', 'Director', 'Director']"
1288185,E.P.L.C. LIMITED,01984540,"['MALFENSE FIERRO, Gian Piero, Dr:', 'MALFENSE FIERRO, Gian Piero, Dr:']","['Secretary', 'Director']"
1288855,E2 ENERGY PLC,08159325,"['VINCENTS SOLICITORS:', 'CORCORAN, Barry Vincent:', 'GREER, Ian:']","['Secretary', 'Director', 'Director']"
1290541,EAGLE EYE SOLUTIONS GROUP PLC,08892109,"['SHARMAN-MUNDAY, Lucy Emma  Joanna:', 'CURRIE, William Christopher:', 'LEAHY, Terrence Patrick, Sir:', 'MASON, Tim Rollit:', 'ROTHWELL, Stephen John:', 'SENIOR, Robert:', 'SHARMAN-MUNDAY, Lucinda Emma Joanna:', 'WALL, Malcolm Robert:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1291793,EAIL (ENERGY ASSET INVESTMENTS) PLC,12273198,"['CELTIC POWERHOUSE MANAGEMENT LIMITED:', 'FRIEDRICH, Oliver:', 'KAZIANIS, Symeon:']","['Secretary', 'Director', 'Director']"
1293217,EARLY EQUITY PLC,05531552,"['LITTLE, David Anthony:', 'COLLIER, Gregory:', 'DAVY, Tracy Jane:']","['Secretary', 'Director', 'Director']"
1293664,EARS PLC,03740806,"['BARRETT-DAVIES, Deirdre Mary Claire:', 'BARRETT-DAVIES, Deirdre Mary Claire:', 'BARRETT-DAVIES, Michael John:', ""O'SULLIVAN, Daniel Joseph:""]","['Secretary', 'Director', 'Director', 'Director']"
1298218,EAST SLOPE RESIDENCIES PLC,10434484,"['IBRAHIM, Saiema:', 'BLANCHARD, David Graham:', 'FUNNELL, Christopher John:', 'SPENCER, Richard Allan:']","['Secretary', 'Director', 'Director', 'Director']"
1298241,EAST STAR RESOURCES PLC,13025608,"['ORANA CORPORATE LLP:', 'BARBLETT, Alexander John:', 'EASTMAN, Anthony Neville Chisholm:', 'WOOD, Charles Ainslie:']","['Secretary', 'Director', 'Director', 'Director']"
1299512,EASTERN & ORIENTAL PLC,00128757,"['IPES (GUERNSEY) LIMITED:', 'KOK, Meng Chow:', 'KOK, Tuck Cheong:', 'THAM, Dato Ka Hon:']","['Secretary', 'Director', 'Director', 'Director']"
1299992,EASTERN POWER NETWORKS PLC,02366906,"['PACE, Andrew Charles:', 'CHAN, Kee Ham:', 'CHAN, Loi Shun:', 'CHONG, Hok Shan:', 'CLARKE, Christopher John David:', 'HUNTER, Andrew John:', 'JEFFERY, Paul Robert:', 'KAM, Hing Lam:', 'MACRAE, Duncan Nicholas:', 'MCGEE, Neil Douglas:', 'NGAN, Mei Fan:', 'SCARSELLA, Basil:', 'TSAI, Chao Chung, Charles:', 'WAN, Chi Tin:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1300619,EASTINCO MINING AND EXPLORATION PLC,07496976,"['INTERNATIONAL REGISTRARS LIMITED:', 'BRAY, Charles Grant:', 'MARAIS, Devon Jacques:', 'RETTER, Simon James:', 'STATEN, Michael Paul:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1300789,EASTLINK LANKER PLC,02760617,"['KOROTKOV-KOGANOVICH, Denis:', 'GILLIGAN, Michelle Minhduc:', 'KOROTKOV-KOGANOVICH, Denis:']","['Secretary', 'Director', 'Director']"
1303396,EASYHOTEL PLC,09035738,"['YOUNG, Bernadette Clare:', 'BACCHETTA, Francois:', 'MEIJER, Hermanus Martinus Maria:', 'PERSELLO, Charles Henri:', 'CADIM FONDS INC:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1303420,EASYJET PLC,03959649,"['DE BIE, Maaike Helena:', 'BARTON, Robert John Orr:', 'BIERWIRTH, Andreas, Dr.:', 'BRADLEY, Catherine Annick Caroline:', 'JARVIS, Alistair Kenton:', 'LEEDER, Nicholas John:', 'LUNDGREN, Johan Peter:', 'MANNINGS, Sheikh Mansurah Tal-At:', 'ROBBIE, David Andrew:', 'SOUTHERN, Julie Helen:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1306407,EBIQUITY PLC,03967525,"['YOUNG, Lorraine Elizabeth:', 'ALEXANDER, Thomas Simon:', 'BADDELEY, Julie Margaret:', 'NEWMAN, Alan Philip Stephen:', 'NICHOLS, Richard Stephen:', 'WATERS, Nick Paul:', 'WOODWARD, Robert Stanley Lawrence:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1306573,EBM ASSET MANAGEMENT PLC,02709272,"['RELPH, Martin Charles:', 'HEMMING, Rea:', 'RELPH, Martin Charles:']","['Secretary', 'Director', 'Director']"
1306589,EBM GROUP PLC,01727139,"['DOWNING, Nicola Clare:', 'DOWNING, Nicola Clare:', 'SMITH, Constantia:']","['Secretary', 'Director', 'Director']"
1307582,EC FINANCE PLC,07193648,"['JOINT SECRETARIAL SERVICES LIMITED:', 'WALLACE, Andrew:', 'JOINT CORPORATE SERVICES LIMITED:']","['Secretary', 'Director', 'Director']"
1308088,ECC INVESTMENTS PLC,02772969,"['BARTON, Chris:', 'SHEPHERD, Marcus Owen:', 'UPTON, Richard:', 'WALDRON, Anthony David:', 'WEINER, Matthew Simon:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1308337,ECCLESIASTICAL INSURANCE GROUP PLC,01718196,"['HALL, Rachael Jane:', 'BOISSEAU, Francois Xavier Bernard:', 'COCKREM, Denise Patricia:', 'HENDERSON, Robert David Charles:', 'HEWS, Mark Christopher John:', 'LAMPORT, Stephen Mark Jeffrey, Sir:', 'MAIDMENT, Neil Patrick:', 'MCINTYRE, Andrew:', 'MOULDER, Mr Chris:', 'TAYLOR, Caroline Helen:', 'WHYTE, Stephanie Jacinta:', 'WINTHER, Angus Christian:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1309002,ECHO ENERGY PLC,05483127,"['AMBA SECRETARIES LIMITED:', 'FUMAGALLI, Marco:', 'GRAHAM, Gavin Mcdonald:', 'HULL, Martin George Michael:', 'PARSONS, James:', 'WHYTE, Stephen James:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
1309683,ECKOH PLC,03435822,"['HERBERT, Christine Gillian:', 'COGHLAN, David John:', 'HERBERT, Christine Gillian:', 'HUMPHREY, Christopher John:', 'MILLWARD, Guy Leighton:', 'PHILPOT, Nicholas Barnaby:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
1310809,ECO ANIMAL HEALTH GROUP PLC,01818170,"['WILKS, Christopher John:', 'ARMSTRONG, Frank Murdoch, Dr:', 'JONES, Andrew Alfred, Dr:', 'LOOMES, Marc Denham:', 'RAWLINSON, Anthony Paul:', 'WILKS, Christopher John:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
1311237,ECO ENERGY EUROPE PLC,03574123,"['MURPHY, James Rumold:', 'MURPHY, James Rumold:', 'MURPHY, John William:']","['Secretary', 'Director', 'Director']"
1311591,ECO HOLIDAY PARKS & ENTERTAINMENT PLC,12497604,"['STOKER, Ivan:']",['Director']
1311640,ECO HOTELS UK PLC,06584439,"['PEDERSEN, Arvid Traaseth:', 'ANAND, Devinder Singh:', 'BROOKING, Gavin James:', 'KHAN, Zulfiqar Ali:', 'PUNNOSE, Suchit:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1311707,ECO INVESTMENT AND TRADING PLC,12142479,"['DEACON, Ian:', 'DEACON, Ian:', 'DEACON ENTERPRISE ASSOCIATES LIMITED:']","['Secretary', 'Director', 'Director']"
1312070,ECO QUEST PLC,08094042,"['BOOT, George Robert:', 'BOOT, George Robert:', 'DAVIES, John Haydn:']","['Secretary', 'Director', 'Director']"
1312574,ECO-BAT FINANCE PLC,04606739,"['TERRELL, Daniel:', 'HERRING, Jimmy R.:', 'HUNT, Brandon James:']","['Secretary', 'Director', 'Director']"
1312753,ECO-NATURE-PRODUCTS PLC,11283013,"['LEGAL SECRETARIES LTD:', 'FELGNER, Sven Steffen:', 'SCHMITT, Siegfried:']","['Secretary', 'Director', 'Director']"
1313355,ECOFIN GLOBAL UTILITIES AND INFRASTRUCTURE TRUST PLC,10253041,"['BNP PARIBAS SECRETARIAL SERVICES LIMITED:', 'KING, Malcolm Robert:', 'MCLAREN, Iain Archibald:', 'NICKLIN, Susannah Elizabeth Mckean:', 'SIMPSON, David Robert:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1313356,ECOFIN U.S. RENEWABLES INFRASTRUCTURE TRUST PLC,12809472,"['PRAXISIFM FUND SERVICES (UK) LIMITED:', ""BOURKE, Patrick Francis John O'Donnell:"", 'FLETCHER, David Faviell:', 'RICHARDS, Tammy:', 'VINCENT, Louisa Caroline Sarah:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1314404,ECOMMODITIES PLC,10866472,"['HANSEN, Anders:', 'STEFFENSEN, Lars Hedensted:', 'WILLSON, Alexander:']","['Director', 'Director', 'Director']"
1314745,ECONOMIC MASTER ISSUER PLC,12341676,"['CSC CORPORATE SERVICES (UK) LIMITED:', 'HORWELL, Lyndon James:', 'STERNBERG, Aline:', 'CSC DIRECTORS (NO.1) LIMITED:', 'CSC DIRECTORS (NO.2) LIMITED:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1315438,ECOSSOL PV PLC,09605650,"['OCTOPUS COMPANY SECRETARIAL SERVICES LIMITED:', 'BRIERLEY, Alexander David Kelson:', 'HALSTEAD, Laura Gemma:', 'ROSSER, Thomas James:']","['Secretary', 'Director', 'Director', 'Director']"
1315552,ECOTCHEC PLC,04126574,"['DE WITTE, Diederik Josef:', 'STRATEGIC SECRETARIES LTD:', 'AVERY, Anthony John Graham:', 'DE WITTE, Diederik Josef:']","['Secretary', 'Secretary', 'Director', 'Director']"
1315760,ECOTRICITY BONDS PLC,07368912,"['VINCENT, Elspeth Jane:', 'REHMANWALA, Asif:', 'VINCE, Dale Andrew:', 'VINCE, Kate:']","['Secretary', 'Director', 'Director', 'Director']"
1315873,ECOVISTA PLC,05660908,"['NORTH, Simon:', 'STOKELY, Louise Clare:']","['Director', 'Director']"
1315974,ECP (HOLDINGS) PLC,01924387,"['PLANT, Robert John:', 'KNIGHT, Leslie:', 'MORGAN, Crispin Huw:', 'PLANT, Robert John:', 'TUCKER, Barry Malcolm:', 'TUCKER, Rita:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
1316050,ECR MINERALS PLC,05079979,"['BROWN, Craig William:', 'BROWN, Craig William:', 'JONES, Adam Craig:', 'TANG, Weili:']","['Secretary', 'Director', 'Director', 'Director']"
1316254,ECSC GROUP PLC,03964848,"['CARR MATHEWSON, David:', 'BASHARAN, Gemma:', 'CARR MATHEWSON, David:', 'CASTLE, Ian Stanley:', 'GOOCH, Elizabeth Ann:', 'MANN, Ian:', 'SHARP, Lucy:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1317200,EDAW PLC,02733032,"['TAIWO, Bolaji Moruf:', 'LANG, Joanne Lucy:', 'PRICE, David John:']","['Secretary', 'Director', 'Director']"
1319029,EDEN PROJECT BONDS PLC,09247317,"['BINGHAM, Tina Dawn:', 'BARTEL SMIT, Timothy:', 'STEWART, Peter John:']","['Secretary', 'Director', 'Director']"
1319120,EDEN RESEARCH PLC,03071324,"['ABREY, Alexander John:', 'ABREY, Alexander John:', 'CRIDLAND, Robin James Scott:', 'SMITH, Sean Michael:', 'VAN DER BROEK, Lykele Jurrit:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1319875,EDENVILLE ENERGY PLC,05292528,"['SUMNER, Bernard Michael:', 'MALAIHOLLO, Jeffrey Francis Anthony, Dr:', 'MUIR, Alistair Henry:', 'VON SCHIRNDING, Nicholas Kurt:']","['Secretary', 'Director', 'Director', 'Director']"
1320307,EDGBASTON RMBS 2010-1 PLC,07070646,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'JAFFE, Daniel Marc Richard:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1322415,EDINBURGH FUND MANAGERS PLC,SC046848,"['SLA CORPORATE SECRETARY LIMITED:', 'EDWARDS, Rosaleen Clare:', 'TENON NOMINEES LIMITED:']","['Secretary', 'Director', 'Director']"
1322911,EDINBURGH WORLDWIDE INVESTMENT TRUST PLC,SC184775,"['BAILLIE GIFFORD & CO LIMITED:', 'CAMERON, Donald Andrew John, Younger Of Lochiel:', 'DUCAS, William Jay:', 'JAMES, Helen:', 'ROXBURGH, Caroline Anne:', 'SIMPSON-DENT, Jonathan Andrew:', 'STRUTT, Henry Clavering Tollemache:', 'WILSON, Mungo Ivor Gilmour:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1323187,EDISTON PROPERTY INVESTMENT COMPANY PLC,09090446,"['JTC (UK) LIMITED:', 'ARCHIBALD, Robert:', 'HILL, William Anthony:', 'MOSS, Imogen:', 'SKINNER, Colin James Marshall:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1324376,EDON HOLDINGS PLC,12207905,"['XU, Zijun:', 'RAO, Fengnong:', 'XU, Zijun:', 'YANG, Chenxi:']","['Secretary', 'Director', 'Director', 'Director']"
1324848,EDSTROM UK HOLDINGS PLC,10955140,"['GAGE, Scott:', 'GAGE, Scott:', 'HABSTRITT, Brett Charles:']","['Secretary', 'Director', 'Director']"
1325508,EDUCATION DEVELOPMENT INTERNATIONAL PLC,03914767,"['BALDWIN, Graeme Stuart:', 'WHITE, Natalie Jane:', 'BRISTOW, Kenneth Roderick:', 'HOPE, Anna:']","['Secretary', 'Secretary', 'Director', 'Director']"
1328990,EENERGY GROUP PLC,05357433,"['WILLIAMS, Richard Mark:', 'BURTON, Nigel John, Dr:', 'LAWLEY, Andrew Robin:', 'NICHOLL, David William:', 'SINCLAIR, Harvey Ian:', 'WILLIAMS, Richard Mark:', 'WORBY, Gary Brian:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1329217,EEW CAPITAL FINANCE PLC,12093964,"['CSC CORPORATE SERVICES (UK) LIMITED:', 'NOWACKI, John Paul:', 'CSC DIRECTORS (NO. 1) LIMITED:', 'CSC DIRECTORS (NO.2) LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1331188,EG GLOBAL FINANCE PLC,11894311,"['PATEL, Imraan Musa:', 'ISSA, Mohsin:', 'ISSA, Zuber Vali:']","['Secretary', 'Director', 'Director']"
1331538,EGDON RESOURCES PLC,06409716,"['ROBERTS, Walter Rookehurst:', 'ABBOTT, Mark Anthony William:', 'DAVIES, Timothy Lloyd:', 'DURHAM, Martin John:', 'RATCLIFF, Kenneth Maurice:', 'ROBERTS, Walter Rookehurst:', 'STEPHENS, Philip Henry Peter:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1332908,EGT UK HOLDING PLC,13172411,"['NOMINEE CORPORATE SERVICES LTD:', 'GALLO ROSSO, Mauro:', 'NOMINEE CORPORATE SERVICES LTD:']","['Secretary', 'Director', 'Director']"
1334252,EIGHT CAPITAL PARTNERS PLC,09301329,"['GROAK, Martin Hugh Charles:', 'GROAK, Martin Hugh Charles:', 'WHITE, Dominic Andrew:']","['Secretary', 'Director', 'Director']"
1337241,EKF DIAGNOSTICS HOLDINGS PLC,04347937,"['HAMIR, Salim:', 'BAINES, Julian Huw:', 'CONTADINI, Carl Dominic:', 'EVANS, Richard Anthony:', 'MILLS, Christopher Harwood Bernard:', 'REYNOLDS, Adam:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
1339145,ELAINE SECURITIES PLC,09417831,"['INTERNATIONAL REGISTRARS LIMITED:', 'ALCRAFT, Joss Burrell:', 'SACERDOTI, Simon Emanuel:']","['Secretary', 'Director', 'Director']"
1339606,ELARA CAPITAL PLC,04585206,"['VERMA, Ashish:', 'BHATT, Rajendra:', 'DESAI, Meghnad Jagdishchandra, Lord:', 'PANDEY, Ajay Kumar Amarnath:']","['Secretary', 'Director', 'Director', 'Director']"
1341817,ELECTRA PRIVATE EQUITY PLC,00303062,"['FROSTROW CAPITAL LLP:', 'GOODSON, Paul Andrew:', 'JOHNSON, Neil Anthony:', 'LIS, David George:', 'MANSON, Gavin Maxwell:', 'WELKER, Stephen Louis:', 'WILDING, Linda:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1343918,ELECTROLUX PLC,02331516,"['HEYCOCK, John Alistair Bissill:', 'BRAAM, Cornelius:', 'CARLSSON, Hans Anders:', 'DUREY DE NOINVILLE, Guillaume:']","['Secretary', 'Director', 'Director', 'Director']"
1346048,ELEMENTIS PLC,03299608,"['HIGGINS, Laura Ann Maria:', 'DEURING, Dorothee Anna:', 'DUFF, Andrew James:', 'GOOD, Stephen Paul:', 'HEWINS, Ralph Rex:', 'HYLAND, Anne Philomena:', ""O'HIGGINS, John Edward:"", 'SODEN, Christine Helen:', 'WATERMAN, Lynn Paul:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1349644,ELIOR UK PLC,01106729,"['LUKE, Joanna:', 'GAIDE, Esther:', 'ROE, Catherine Margaret:', 'SAVVA, Eleni:', 'THONNIER, Thierry:', 'ELIOR UK HOLDINGS LIMITED:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director']"
1352017,ELITE INVESTMENT GROUP PLC,11599485,"['MARGARETTA CORPORATE SECRETARIES LTD:', 'RAMEZ, Bitar:', 'WINKLER, Hugo:']","['Secretary', 'Director', 'Director']"
1354222,ELITETELE.COM PLC,03228824,"['CLIFFE, Alexandra:', 'BLACKBURN, Emma:', 'CLIFFE, Alexandra:', 'SIMS, Robert Christopher John:', 'TURTON, Adam James:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1354223,ELITETELECOM HOLDINGS PLC,04503928,"['CLIFFE, Alexandra:', 'BLACKBURN, Emma:', 'CLIFFE, Alexandra:', 'SIMS, Robert Christopher John:', 'TURTON, Adam James:']","['Secretary', 'Director', 'Director', 'Director', 'Director']"
1354470,ELIXIRR INTERNATIONAL PLC,11723404,"['WILLOTT, Nicholas:', 'BUSBY, Graham Edward:', 'FERGUSON, Ian:', 'NEWTON, Stephen Alexander:', 'PATTERSON, Gavin Echlin:', 'RETTER, Simon James:', 'STRANNER, Charlotte Alexandra:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
1354766,ELIZABETH ESTATES PLC,01071691,"['CATTERMOLE DUNNETT, Abigail Louise:', 'BARDEN, Philip Thomas:', 'CATTERMOLE, Abigail Louise:']","['Secretary', 'Director', 'Director']"
1354835,ELIZABETH HOLDINGS PLC,03536231,"['CATTERMOLE, Abigail Louise:', 'BARDEN, Philip Thomas:', 'CATTERMOLE, Abigail Louise:']","['Secretary', 'Director', 'Director']"
1355810,ELLAKTOR VALUE PLC,12327399,"['MAPLES FIDUCIARY SERVICES (UK) LIMITED:', 'KALLITSANTSIS, Anastasios:', 'POULOPOULOS, Georgios:']","['Secretary', 'Director', 'Director']"
1355889,ELLAND RMBS 2018 PLC,11630009,"['INTERTRUST CORPORATE SERVICES LIMITED:', 'ABRAHAMS, Susan Iris:', 'INTERTRUST DIRECTORS 1 LIMITED:', 'INTERTRUST DIRECTORS 2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1356406,ELLENBROOK DEVELOPMENTS PLC,04318115,"['HCP MANAGEMENT SERVICES LIMITED:', 'ANAND, Neeti Mukundrai:', 'FALERO, Louis Javier:']","['Secretary', 'Director', 'Director']"
1361977,ELSAK PLC,01838243,"['KABA, Leslye Anne:', 'KABA, Latif Noordin Ismail, Dr:', 'KABA, Leslye Anne:']","['Secretary', 'Director', 'Director']"
1362345,ELSON ASSOCIATES PLC,03595128,"['ELSON, Maureen Mary:', 'ELSON, Graham Francis:', 'ELSON, Maureen Mary:', 'ELSON, Michael Patrick:']","['Secretary', 'Director', 'Director', 'Director']"
1362544,ELSTREE FUNDING NO.1 PLC,12848604,"['CSC CORPORATE SERVICES (UK) LIMITED:', 'KLEANTHOUS, Constantinos:', 'CSC DIRECTORS (NO.1) LIMITED:', 'CSC DIRECTORS (NO.2) LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1363352,ELVET MORTGAGES 2018-1 PLC,11479178,"['LAW DEBENTURE CORPORATE SERVICES LIMITED:', 'FILER, Mark Howard:', 'LDC SECURITISATION DIRECTOR NO.1 LIMITED:', 'LDC SECURITISATION DIRECTOR NO.2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1363354,ELVET MORTGAGES 2019-1 PLC,12166381,"['LAW DEBENTURES CORPORATE SERVICES LIMITED:', 'FILER, Mark Howard:', 'LDC SECURITISATION DIRECTOR NO.1 LIMITED:', 'LDC SECURITISATION DIRECTOR NO.2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1363356,ELVET MORTGAGES 2020-1 PLC,12541031,"['LAW DEBENTURE CORPORATE SERVICES LIMITED:', 'FILER, Mark Howard:', 'LDC SECURITISATION DIRECTOR NO.1 LIMITED:', 'LDC SECURITISATION DIRECTOR NO.2 LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1363969,ELYS (WIMBLEDON) P.L.C.,00266265,"['JAMES, Tanya:', 'BLOW, Nigel Charles Craig:', 'DREESMANN, Bernard Henry:']","['Secretary', 'Director', 'Director']"
1367033,EMCOR GROUP (UK) PLC,00806888,"['WALKER, Michael Lawrence:', 'CHANTER, Keith:', 'HOWSE, Christopher John:', 'PARKER, David John:']","['Secretary', 'Director', 'Director', 'Director']"
1367746,EMERALD ENERGY PLC,FC017959,"['DAI, Chenhan:', 'LEI, Jaizhao:', 'ZHANG, Chao:', 'ZHANG, Guoqing:']","['Director', 'Director', 'Director', 'Director']"
1369182,EMETALS PLC,07752674,"['HARBER, Ben:', 'AJEMIAN, David:', 'POTTER, Sarah Jane:']","['Secretary', 'Director', 'Director']"
1369283,EMF-UK 2008-1 PLC,06505161,"['WILMINGTON TRUST SP SERVICES (LONDON) LIMITED:', 'DUFFY, Christopher John:', 'WYNNE, Daniel Jonathan:', 'WILMINGTON TRUST SP SERVICES (LONDON) LIMITED:']","['Secretary', 'Director', 'Director', 'Director']"
1369500,EMH TREASURY PLC,08727722,"['TILLEY, Joanne:', 'KATARIA, Chandrakant:', 'KILBY, Andrew David:', 'RUSSELL, David Martin, Professor:']","['Secretary', 'Director', 'Director', 'Director']"
1370664,EMIS GROUP PLC,06553923,"['BENSON, Christine:', 'BOYD, Kevin James:', 'BYRNE, Jennifer:', 'DE SMEDT, Patrick Jean-Marie:', 'MCKEON, Andrew John:', 'RANGASWAMI, Jayaprakasa:', 'SOUTHBY, Peter John:', 'THORBURN, Andrew John:']","['Secretary', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director', 'Director']"
